country,country_num,year,iso3,devlev2,china,bndgrn,x1l,x2l,envtax,gdpg,bigtech,ngain,rating,riskeqt,riskctr,dum9,dum12,fie,cbmndsq,cbmnd,cbenfsq,cbenf,cbsyssq,cbsys,wui,gprlog,infl,enrgoil,prodstr,hierarchy,openness,purity
Argentina,Argentina,2017,ARG,High income,0,-0.02642878331243992,,-0.02642875909805298,2.2870829671078,2.818502977759181,0.8700000047683716,49.5110594434404,2.0,0.1142416437394602,0.0634416437394602,0,0,0.6204536283016205,9.0,3.0,36.0,6.0,1.0,1.0,0.1889999955892563,4.800258159637451,,37.44200134277344,-0.7187878489494324,2.1,50.83,-0.04269
Argentina,Argentina,2020,ARG,High income,0,-1.718140125274658,,-1.718140125274658,2.355695456121034,-9.905234855738883,,,1.0,0.1634057965865632,0.1162057965865632,0,0,0.645519954885006,9.0,3.0,36.0,6.0,1.0,1.0,0.2347500026226044,5.258591651916504,,33.7599983215332,-0.928686797618866,2.1,50.83,-0.04269
Argentina,Argentina,2021,ARG,High income,0,-0.1101947352290154,,-0.1101947501301765,2.426366319804665,,,,1.0,0.161057793334815,0.118657793334815,0,0,,9.0,3.0,36.0,6.0,1.0,1.0,0.09624999761581421,5.353901863098145,,35.7239990234375,-1.212988376617432,2.1,50.83,-0.04269
Australia,Australia,2014,AUS,High income,0,-0.6008563041687012,,-0.600856363773346,1.7303399708647,2.533114665388197,0.009999999776482582,70.6967206992608,4.0,0.0575,0.01,0,1,0.87161785364151,9.0,3.0,36.0,6.0,4.0,2.0,0.1185000017285347,4.438490390777588,2.569999933242798,36.81600189208984,0.1316917836666107,2.29,50.07,0.152964
Australia,Australia,2015,AUS,High income,0,-0.5737627744674683,,-0.5737627148628235,1.7430918813493,2.192647426460368,0.009999999776482582,70.520453411607,4.0,0.0625,0.01,0,1,0.8687083721160889,9.0,3.0,36.0,6.0,4.0,2.0,0.1745000034570694,4.813110828399658,2.329999923706055,35.67100143432617,0.289313942193985,2.29,50.07,0.152964
Australia,Australia,2016,AUS,High income,0,-0.5595971941947937,,-0.5595971941947937,1.631431279135,2.770652197302496,0.009999999776482582,70.514830508151,4.0,0.0569,0.01,0,1,0.8582174777984619,9.0,3.0,36.0,6.0,4.0,2.0,0.2489999979734421,4.723831653594971,27.3799991607666,35.59999847412109,0.3897800147533417,2.29,50.07,0.152964
Australia,Australia,2017,AUS,High income,0,0.9804471731185913,,0.9804471731185913,0.58525859810793,2.300610623594253,0.009999999776482582,69.8511199390905,4.0,0.0508,0.01,0,1,0.8753818273544312,9.0,3.0,36.0,6.0,4.0,2.0,0.3072499930858612,4.800258159637451,5.539999961853027,37.46699905395508,0.2661337554454803,2.29,50.07,0.152964
Australia,Australia,2018,AUS,High income,0,0.8619675636291504,,0.8619676232337952,0.56447654022468,2.949285771609581,0.009999999776482582,70.08094595704,4.0,0.0596,0.01,0,1,0.8928894639015198,9.0,3.0,36.0,6.0,4.0,2.0,0.1722500026226044,5.035384178161621,1.539999961853027,37.63199996948242,0.2300435453653336,2.29,50.07,0.152964
Australia,Australia,2019,AUS,High income,0,0.7427389025688171,,0.7427389621734619,0.5814108364314203,2.160956295359995,0.009999999776482582,69.8637468400851,4.0,0.052,0.01,0,1,0.9107472531795502,9.0,3.0,36.0,6.0,4.0,2.0,0.2157500088214874,5.07627010345459,1.490000009536743,35.98699951171875,0.171530619263649,2.29,50.07,0.152964
Australia,Australia,2020,AUS,High income,0,0.891511857509613,,0.8915117979049683,0.598853161524363,-0.2848392977856093,,,4.0,0.0472,0.01,0,1,0.9107472531795502,9.0,3.0,36.0,6.0,4.0,2.0,0.3145000040531158,5.258591651916504,0.4399999976158142,32.76699829101563,0.1968068182468414,2.29,50.07,0.152964
Australia,Australia,2021,AUS,High income,0,1.611720085144043,,1.611720085144043,0.6168187563700939,,,,4.0,0.0424,0.01,0,1,,9.0,3.0,36.0,6.0,4.0,2.0,0.2549999952316284,5.353901863098145,1.409999966621399,33.75600051879883,0.1279743760824203,2.29,50.07,0.152964
Austria,Austria,2014,AUT,High income,0,-0.5690680742263794,,-0.5690681338310242,2.522300568589,0.6612728488526045,0.009999999776482582,72.0710996550328,4.0,0.0575,0.01,1,1,0.725187361240387,16.0,4.0,36.0,6.0,4.0,2.0,0.1587499976158142,4.438490390777588,1.980000019073486,35.49800109863281,-0.1777731031179428,1.75,49.29,0.350518
Austria,Austria,2016,AUT,High income,0,0.3364722430706024,,0.33647221326828,2.4765491398878,1.989437162304625,0.009999999776482582,71.4221230725917,4.0,0.06254250238815878,0.005642502388158781,1,1,0.8284121155738831,16.0,4.0,36.0,6.0,4.0,2.0,0.3967500030994415,4.723831653594971,1.470000028610229,35.3650016784668,-0.1829045712947845,1.75,49.29,0.350518
Austria,Austria,2017,AUT,High income,0,-0.6105945706367493,,-0.610594630241394,2.5277875339684,2.399587603321663,0.009999999776482582,71.633469459493,4.0,0.05537611856481352,0.004576118564813522,1,1,0.8449803578853607,16.0,4.0,36.0,6.0,4.0,2.0,0.2177499979734421,4.800258159637451,1.970000028610229,35.04199981689453,-0.1870365142822266,1.75,49.29,0.350518
Austria,Austria,2018,AUT,High income,0,-0.560629665851593,,-0.5606297254562378,2.4093059467479,2.580120733049256,0.009999999776482582,71.7096132092138,4.0,0.06510948637388496,0.00550948637388496,1,1,0.861879965043068,16.0,4.0,36.0,6.0,4.0,2.0,0.09925000369548798,5.035384178161621,1.809999942779541,36.23199844360352,-0.1568071693181992,1.75,49.29,0.350518
Austria,Austria,2019,AUT,High income,0,0.8219167590141296,,0.8219168186187744,2.2787017237481,1.418734272489885,0.009999999776482582,71.4778567681646,4.0,0.05591486731644715,0.003914867316447148,1,1,0.8791175643439293,16.0,4.0,36.0,6.0,4.0,2.0,0.2860000133514404,5.07627010345459,1.649999976158142,35.68999862670898,-0.1292100846767426,1.75,49.29,0.350518
Austria,Austria,2020,AUT,High income,0,0.5485115051269531,,0.5485115051269531,2.1024229616021,-6.590410425392264,,,4.0,0.05104440229308931,0.003844402293089308,1,1,0.8791175643439293,16.0,4.0,36.0,6.0,4.0,2.0,0.3344999849796295,5.258591651916504,1.899999976158142,33.19900131225586,-0.1541285961866379,1.75,49.29,0.350518
Austria,Austria,2021,AUT,High income,0,1.051223278045654,,1.051223278045654,2.165495650450163,,,,4.0,0.04632552098250516,0.003925520982505158,1,1,,16.0,4.0,36.0,6.0,4.0,2.0,0.09125000238418579,5.353901863098145,2.150000095367432,33.05599975585938,-0.2022425532341003,1.75,49.29,0.350518
Bangladesh,Bangladesh,2021,BGD,Low income,0,-1.050821781158447,,-1.050821781158447,,,,,3.0,0.0779973380004445,0.03559733800044451,0,0,,64.0,8.0,36.0,6.0,1.0,1.0,0.2512499988079071,5.353901863098145,,23.27499961853027,-1.335761189460754,,53.35,
Belgium,Belgium,2003,BEL,High income,0,-3.508569955825806,,-3.508569955825806,2.5102756115547,1.037982549029053,,60.7521426720001,4.0,0.0572,0.009000000000000001,1,1,0.8419222831726074,16.0,4.0,36.0,6.0,1.0,1.0,0.05375000089406967,5.555790901184082,24.44000053405762,50.86299896240234,0.0933818444609642,1.69,54.59,0.128911
Belgium,Belgium,2016,BEL,High income,0,-2.776342868804932,,-2.776342868804932,2.1949600001178,1.266686409020949,0.009999999776482582,64.3772780387173,4.0,0.06549199227287814,0.008591992272878143,1,1,0.8278842568397522,16.0,4.0,36.0,6.0,1.0,1.0,0.1324999928474426,4.723831653594971,1.960000038146973,50.73500061035156,0.5078827738761902,1.69,54.59,0.128911
Belgium,Belgium,2018,BEL,High income,0,2.515590190887451,2.468765497207642,3.185599088668823,2.231248594539,1.78792007785043,0.009999999776482582,63.7468745480704,4.0,0.06798944516023392,0.008389445160233917,1,1,0.8613307808160782,16.0,4.0,36.0,6.0,1.0,1.0,0.09200000017881393,5.035384178161621,1.309999942779541,54.42100143432617,0.5335577130317688,1.69,54.59,0.128911
Belgium,Belgium,2020,BEL,High income,0,0.399815171957016,,0.3998152017593384,2.0055903024782,-6.283929951271645,,,4.0,0.05305397621902236,0.005853976219022356,1,1,0.8785573964323997,16.0,4.0,36.0,6.0,1.0,1.0,0.3569999933242798,5.258591651916504,1.480000019073486,47.31100082397461,0.5216675996780396,1.69,54.59,0.128911
Belgium,Belgium,2021,BEL,High income,0,1.21504533290863,,1.21504533290863,2.065758011552546,,,,4.0,0.04837749785972376,0.005977497859723764,1,1,,16.0,4.0,36.0,6.0,1.0,1.0,0.1202500015497208,5.353901863098145,1.610000014305115,47.70000076293945,0.4471928179264069,1.69,54.59,0.128911
Bermuda,Bermuda,2016,BMU,High income,0,-2.205507278442383,,-2.205507278442383,,-0.6572063042592049,,,4.0,0.0689544369201574,0.0120544369201574,0,0,,,,,,,,,4.723831653594971,1.899999976158142,,2.625174522399902,,,
Bermuda,Bermuda,2017,BMU,High income,0,-2.07222843170166,,-2.07222843170166,,3.611419837061149,,,4.0,0.06057625329755616,0.009776253297556164,0,0,,,,,,,,,4.800258159637451,2.0,,2.581923246383667,,,
Bermuda,Bermuda,2018,BMU,High income,0,-0.0374525748193264,,-0.0374525859951973,,-0.4328013003393067,,,4.0,0.07137026634420879,0.01177026634420878,0,0,,,,,,,,,5.035384178161621,2.099999904632568,,2.572598457336426,,,
Bermuda,Bermuda,2019,BMU,High income,0,-0.7985076904296875,,-0.7985077500343323,,0.45988994302148,,,4.0,0.06036358017604618,0.00836358017604618,0,0,,,,,,,,,5.07627010345459,1.899999976158142,,2.524485349655151,,,
Bermuda,Bermuda,2020,BMU,High income,0,1.08518922328949,,1.08518922328949,,,,,4.0,0.05541304126250898,0.008213041262508977,0,0,,,,,,,,,5.258591651916504,1.700000047683716,,2.64574146270752,,,
Bermuda,Bermuda,2021,BMU,High income,0,0.6678293943405151,,0.6678293943405151,,,,,4.0,0.05078634028080647,0.008386340280806474,0,0,,,,,,,,,5.353901863098145,1.5,,2.662813901901245,,,
Brazil,Brazil,2015,BRA,High income,0,0.1240787282586098,,0.1240787282586098,0.866109732523703,-3.545763392694255,0.009999999776482582,48.1172577697084,3.0,0.10968,0.04718,0,0,0.5951733589172363,36.0,6.0,36.0,6.0,0.0,0.0,0.4300000071525574,4.813110828399658,8.609999656677246,39.86999893188477,-0.2130540907382965,2.37,49.16,0.091398
Brazil,Brazil,2016,BRA,High income,0,-3.28239631652832,,-3.282396078109741,0.897708295078816,-3.275916907821923,0.009999999776482582,48.3772977625405,3.0,0.09960348398311078,0.04270348398311077,0,0,0.4723291397094727,36.0,6.0,36.0,6.0,0.0,0.0,0.4944999814033508,4.723831653594971,7.610000133514404,38.73799896240234,-0.1216747760772705,2.37,49.16,0.091398
Brazil,Brazil,2017,BRA,High income,0,0.7354611754417419,,0.7354611158370972,0.880280829607614,1.322869054857406,0.3700000047683716,48.3238066000165,3.0,0.08543289732006598,0.03463289732006598,0,0,0.4817757225036621,36.0,6.0,36.0,6.0,0.0,0.0,0.7045000195503235,4.800258159637451,4.46999979019165,38.74599838256836,-0.1079066544771194,2.37,49.16,0.091398
Brazil,Brazil,2018,BRA,High income,0,-1.874029278755188,,-1.874029397964478,0.855593604150744,1.783666761369787,0.6700000166893005,48.2130389213501,3.0,0.1012967946023566,0.04169679460235663,0,0,0.4914112369537354,36.0,6.0,36.0,6.0,0.0,0.0,1.090499997138977,5.035384178161621,3.279999971389771,36.66400146484375,-0.1778129935264587,2.37,49.16,0.091398
Brazil,Brazil,2019,BRA,High income,0,0.03610046580433846,,0.03610043972730637,0.809776027570512,1.411152985070217,1.389999985694885,48.4208654342445,3.0,0.08162842764492954,0.02962842764492955,0,0,0.5012394616928101,36.0,6.0,36.0,6.0,0.0,0.0,0.4287499785423279,5.07627010345459,3.519999980926514,36.13199996948242,-0.135532334446907,2.37,49.16,0.091398
Brazil,Brazil,2020,BRA,High income,0,-0.5525714755058289,,-0.5525714159011841,0.8340693083976274,-4.059048272672953,,,3.0,0.07629513553633499,0.02909513553633499,0,0,0.5012394616928101,36.0,6.0,36.0,6.0,0.0,0.0,0.2632499933242798,5.258591651916504,2.230000019073486,35.14599990844727,-0.1633413732051849,2.37,49.16,0.091398
Brazil,Brazil,2021,BRA,High income,0,0.05702473968267441,,0.05702470615506172,0.8590913876495563,,,,3.0,0.07210905652668677,0.02970905652668676,0,0,,36.0,6.0,36.0,6.0,0.0,0.0,0.2507500052452087,5.353901863098145,5.099999904632568,35.46500015258789,-0.5115777254104614,2.37,49.16,0.091398
British Virgin Islands,British Virgin Islands,2012,VGB,High income,0,-1.131773114204407,,-1.131772994995117,,,,,,,,0,0,,,,,,,,,3.984878540039063,,,,,,
British Virgin Islands,British Virgin Islands,2016,VGB,High income,0,-0.9162907600402832,,-0.9162907004356384,,,,,,,,0,0,,,,,,,,,4.723831653594971,1.399999976158142,,,,,
British Virgin Islands,British Virgin Islands,2018,VGB,High income,0,0.9210593700408936,,0.9210593700408936,,,,,,,,0,0,,,,,,,,,5.035384178161621,1.0,,,,,
British Virgin Islands,British Virgin Islands,2019,VGB,High income,0,0.379496157169342,,0.3794961273670197,,,,,,,,0,0,,,,,,,,,5.07627010345459,0.800000011920929,,,,,
British Virgin Islands,British Virgin Islands,2020,VGB,High income,0,0.1098010390996933,,0.1098010092973709,,,,,,,,0,0,,,,,,,,,5.258591651916504,1.0,,,,,
British Virgin Islands,British Virgin Islands,2021,VGB,High income,0,1.567413687705994,,1.567413687705994,,,,,,,,0,0,,,,,,,,,5.353901863098145,3.200000047683716,,,,,
Canada,Canada,2014,CAN,High income,0,0.2368649840354919,,0.2368649542331696,,2.87003607545671,0.009999999776482582,70.125996725039,4.0,0.0575,0.01,0,1,0.8545252680778503,4.0,2.0,36.0,6.0,9.0,3.0,0.03025000169873238,4.438490390777588,1.559999942779541,31.92799949645996,0.05155545845627785,,48.75,0.149524
Canada,Canada,2015,CAN,High income,0,-0.7413203120231628,,-0.7413203120231628,1.16090353846208,0.6591768635588693,0.009999999776482582,69.784502059138,4.0,0.0625,0.01,0,1,0.7983537912368774,4.0,2.0,36.0,6.0,9.0,3.0,0.1925000101327896,4.813110828399658,2.549999952316284,31.80100059509277,0.2656645178794861,,48.75,0.149524
Canada,Canada,2016,CAN,High income,0,0.1953874975442886,,0.195387527346611,1.147528924457,1.001394413904052,0.009999999776482582,69.2684436094685,4.0,0.0569,0.01,0,1,0.8647189140319824,4.0,2.0,36.0,6.0,9.0,3.0,0.1312499940395355,4.723831653594971,2.019999980926514,32.16400146484375,0.3633707761764526,,48.75,0.149524
Canada,Canada,2017,CAN,High income,0,1.062247753143311,,1.062247633934021,1.29151501816512,3.039880225281948,0.009999999776482582,69.0544077817299,4.0,0.0508,0.01,0,1,0.882013292312622,4.0,2.0,36.0,6.0,9.0,3.0,0.236749991774559,4.800258159637451,1.779999971389771,31.375,0.2774635553359985,,48.75,0.149524
Canada,Canada,2018,CAN,High income,0,1.773367762565613,,1.773367643356323,1.20416750329872,2.429547544833383,0.009999999776482582,68.3681846892833,4.0,0.0596,0.01,0,1,0.8996535581588745,4.0,2.0,36.0,6.0,9.0,3.0,0.1972500085830688,5.035384178161621,2.019999980926514,32.20500183105469,0.2518779635429382,,48.75,0.149524
Canada,Canada,2019,CAN,High income,0,1.899311542510986,,1.899311542510986,1.21961109822427,1.861415379338752,0.009999999776482582,68.1836374772263,4.0,0.052,0.01,0,1,0.917646629322052,4.0,2.0,36.0,6.0,9.0,3.0,0.4710000157356262,5.07627010345459,2.289999961853027,32.11000061035156,0.7975274324417114,,48.75,0.149524
Canada,Canada,2020,CAN,High income,0,2.381665229797363,,2.381665229797363,1.256199431170998,-5.402798552568683,,,4.0,0.0472,0.01,0,1,0.917646629322052,4.0,2.0,36.0,6.0,9.0,3.0,0.3224999904632568,5.258591651916504,1.289999961853027,29.75600051879883,1.386828780174255,,48.75,0.149524
Canada,Canada,2021,CAN,High income,0,2.672344923019409,,2.672344923019409,1.293885414106128,,,,4.0,0.0424,0.01,0,1,,4.0,2.0,36.0,6.0,9.0,3.0,0.1252499967813492,5.353901863098145,2.400000095367432,29.92000007629395,2.023274898529053,,48.75,0.149524
Cayman Islands,Cayman Islands,2014,CYM,High income,0,-1.203972816467285,,-1.203972816467285,,2.654527984512711,,,4.0,0.0665,0.009000000000000001,0,0,,25.0,5.0,9.0,3.0,0.0,0.0,,4.438490390777588,,,2.337847948074341,,,
Cayman Islands,Cayman Islands,2016,CYM,High income,0,0.4700036346912384,,0.4700036346912384,,3.23997688772937,,,4.0,0.06549199227287814,0.008591992272878143,0,0,,25.0,5.0,9.0,3.0,0.0,0.0,,4.723831653594971,,,2.29162859916687,,,
Cayman Islands,Cayman Islands,2017,CYM,High income,0,0.5996477007865906,,0.5996477603912354,,3.184043375953365,,,4.0,0.05776818054187514,0.006968180541875137,0,0,,25.0,5.0,9.0,3.0,0.0,0.0,,4.800258159637451,,,2.316301822662354,,,
Cayman Islands,Cayman Islands,2018,CYM,High income,0,0.2427273243665695,,0.2427273541688919,,4.194340909861978,,,4.0,0.06798944516023392,0.008389445160233917,0,0,,25.0,5.0,9.0,3.0,0.0,0.0,,5.035384178161621,,,2.215610504150391,,,
Cayman Islands,Cayman Islands,2019,CYM,High income,0,1.193634510040283,,1.193634629249573,,3.817100403878186,,,4.0,0.0579612752318627,0.005961275231862704,0,0,,25.0,5.0,9.0,3.0,0.0,0.0,,5.07627010345459,,,2.221743583679199,,,
Cayman Islands,Cayman Islands,2020,CYM,High income,0,1.837256908416748,,1.837256908416748,,,,,4.0,0.05305397621902236,0.005853976219022356,0,0,,25.0,5.0,9.0,3.0,0.0,0.0,,5.258591651916504,,,2.297700881958008,,,
Cayman Islands,Cayman Islands,2021,CYM,High income,0,2.325393915176392,,2.325393915176392,,,,,4.0,0.04837749785972376,0.005977497859723764,0,0,,25.0,5.0,9.0,3.0,0.0,0.0,,5.353901863098145,,,3.007016181945801,,,
Chile,Chile,2017,CHL,High income,0,0.0,,0.0,1.25508096920916,1.184544706609955,0.009999999776482582,61.3885267668223,4.0,0.05776818054187514,0.006968180541875137,0,1,0.5405572915077209,25.0,5.0,36.0,6.0,1.0,1.0,0.167250007390976,4.800258159637451,2.029999971389771,45.08599853515625,-0.6242449283599854,2.25,54.69,0.0774
Chile,Chile,2018,CHL,High income,0,-2.833817481994629,,-2.833817481994629,1.33396942278747,3.713859177068997,0.009999999776482582,61.7229984192192,4.0,0.06936681675370515,0.009766816753705157,0,1,0.5513684373378753,25.0,5.0,36.0,6.0,1.0,1.0,0.2980000078678131,5.035384178161621,1.720000028610229,45.12300109863281,-0.6523513197898865,2.25,54.69,0.0774
Chile,Chile,2019,CHL,High income,0,1.814188838005066,1.511001348495483,2.367188930511475,1.373988505471094,0.9420053065504135,0.009999999776482582,61.4421582282611,4.0,0.05893999206097449,0.006939992060974491,0,1,0.5623958060846328,25.0,5.0,36.0,6.0,1.0,1.0,0.3332500159740448,5.07627010345459,2.210000038146973,44.27199935913086,-0.568417489528656,2.25,54.69,0.0774
Chile,Chile,2020,CHL,High income,0,1.07727324962616,1.07727324962616,1.770420432090759,1.415208160635227,-5.771501668761758,,,4.0,0.05401507679229468,0.006815076792294684,0,1,0.5623958060846328,25.0,5.0,36.0,6.0,1.0,1.0,0.4399999976158142,5.258591651916504,2.289999961853027,43.32799911499023,-0.8433599472045898,2.25,54.69,0.0774
Chile,Chile,2021,CHL,High income,0,1.770161271095276,,1.770161271095276,1.457664405454284,,,,4.0,0.04935887810535006,0.006958878105350055,0,1,,25.0,5.0,36.0,6.0,1.0,1.0,0.9325000047683716,5.353901863098145,3.819999933242798,44.00199890136719,-0.9945240616798401,2.25,54.69,0.0774
China,China,2014,CHN,High income,1,-1.852682113647461,,-1.852682113647461,1.0766226852137,7.425763656457548,0.1700000017881393,52.2670149503878,4.0,0.0665,0.009000000000000001,0,0,0.8676232099533081,0.0,0.0,36.0,6.0,0.0,0.0,0.127250000834465,4.438490390777588,1.600000023841858,17.63299942016602,-1.644900679588318,3.49,,0.285567
China,China,2015,CHN,High income,1,-0.005908621475100517,,-0.005908625666052103,1.0174546885476,7.041328878654809,6.320000171661377,53.045972757892,4.0,0.07202,0.009519999999999999,0,0,0.8599690794944763,0.0,0.0,36.0,6.0,0.0,0.0,0.09674999862909317,4.813110828399658,1.559999942779541,18.73399925231934,-1.38981556892395,3.49,,0.285567
China,China,2016,CHN,High income,1,3.443719148635864,,3.443719148635864,0.89186366774692,6.848762205032457,40.11999893188477,53.2148184127511,4.0,0.06549199227287814,0.008591992272878143,0,0,0.8632287383079529,0.0,0.0,36.0,6.0,0.0,0.0,0.08100000023841858,4.723831653594971,1.639999985694885,19.02000045776367,-1.227581858634949,3.49,,0.285567
China,China,2017,CHN,High income,1,3.442322015762329,,3.442322015762329,0.94835684696472,6.947200793272884,123.6800003051758,53.8344939357171,4.0,0.05891221018307852,0.008112210183078518,0,0,0.8804933130741119,0.0,0.0,36.0,6.0,0.0,0.0,0.09849999845027924,4.800258159637451,2.200000047683716,19.35499954223633,-1.194670677185059,3.49,,0.285567
China,China,2018,CHN,High income,1,3.462653398513794,,3.462653398513794,0.92491073638629,6.749773832477175,260.1000061035156,54.0315298850675,4.0,0.06936681675370515,0.009766816753705157,0,0,0.8981031793355942,0.0,0.0,36.0,6.0,0.0,0.0,0.1652500033378601,5.035384178161621,1.779999971389771,19.5310001373291,-1.134974718093872,3.49,,0.285567
China,China,2019,CHN,High income,1,3.722320795059204,,3.722320795059204,0.59140243399911,5.949714232731623,368.4700012207031,57.2039211644581,4.0,0.05893999206097449,0.006939992060974491,0,0,0.9160652429223062,0.0,0.0,36.0,6.0,0.0,0.0,0.289000004529953,5.07627010345459,1.700000047683716,19.79899978637695,-1.033077359199524,3.49,,0.285567
China,China,2020,CHN,High income,1,3.401178359985352,,3.401178359985352,0.6091445070190833,2.299999999954409,,,4.0,0.05401507679229468,0.006815076792294684,0,0,0.9160652429223062,0.0,0.0,36.0,6.0,0.0,0.0,0.3542499840259552,5.258591651916504,0.7300000190734863,19.47699928283691,-1.013734102249146,3.49,,0.285567
China,China,2021,CHN,High income,1,4.280439376831055,,4.280439376831055,0.6274188422296558,,,,4.0,0.04935887810535006,0.006958878105350055,0,0,,0.0,0.0,36.0,6.0,0.0,0.0,0.1784999966621399,5.353901863098145,0.8299999833106995,19.40900039672852,-1.130985498428345,3.49,,0.285567
Colombia,Colombia,2017,COL,High income,0,-2.977570295333862,,-2.977570295333862,0.61681074850717,1.35936086788746,0.009999999776482582,48.539721489767,3.0,0.07274456857217394,0.02194456857217394,0,0,0.6490311348438264,16.0,4.0,36.0,6.0,4.0,2.0,0.181999996304512,4.800258159637451,5.059999942779541,34.47100067138672,-0.6924318075180054,2.9,,0.299047
Colombia,Colombia,2018,COL,High income,0,-1.767584085464478,,-1.767584085464478,0.66476305553618,2.564324282777037,0.009999999776482582,48.4428376693981,3.0,0.08602049147476651,0.02642049147476651,0,0,0.6620117575407028,16.0,4.0,36.0,6.0,4.0,2.0,0.3840000033378601,5.035384178161621,3.349999904632568,34.77099990844727,-0.6879079341888428,2.9,,0.299047
Colombia,Colombia,2020,COL,High income,0,-2.571064710617065,,-2.571064710617065,0.55880378432096,-6.847314205657298,,,3.0,0.065635656450951,0.018435656450951,0,0,0.6752519926915169,16.0,4.0,36.0,6.0,4.0,2.0,0.229750007390976,5.258591651916504,2.25,32.11399841308594,-0.4594013094902039,2.9,,0.299047
Colombia,Colombia,2021,COL,High income,0,-0.6269875764846802,-0.9644500017166138,-0.08840356022119522,0.5755678978505888,,,,3.0,0.06122465743883156,0.01882465743883156,0,0,,16.0,4.0,36.0,6.0,4.0,2.0,0.3740000128746033,5.353901863098145,2.069999933242798,36.44800186157227,-0.6564322710037231,2.9,,0.299047
Costa Rica,Costa Rica,2016,CRI,High income,0,0.0,,0.0,2.3363780579539,4.204323251758993,0.009999999776482582,54.4916235683986,3.0,0.09242211730727232,0.03552211730727232,0,0,0.5894271731376648,16.0,4.0,36.0,6.0,0.0,0.0,0.3215000033378601,4.723831653594971,0.1400000005960464,,0.311998724937439,2.29,,
Czech Rep.,Czech Rep.,2021,CZE,High income,0,-0.03843983262777328,,-0.03843986243009567,,,,,4.0,0.04837749785972376,0.005977497859723764,1,1,,,,,,,,0.3097499907016754,5.353901863098145,4.989999771118164,24.18000030517578,-0.5756082534790039,2.22,50.59,0.024252
Denmark,Denmark,2015,DNK,High income,0,-0.4782253205776215,,-0.4782252907752991,3.9905986170799,2.34259110757047,0.009999999776482582,72.8926967834581,4.0,0.0625,0.01,1,1,0.8164637088775635,36.0,6.0,36.0,6.0,1.0,1.0,0.3474999964237213,4.813110828399658,-19.07999992370605,45.36600112915039,0.1466067135334015,1.86,,0.222793
Denmark,Denmark,2017,DNK,High income,0,0.6836946606636047,,0.6836946606636047,3.6603221199943,2.821736341290261,0.009999999776482582,71.747975090636,4.0,0.0508,0.01,1,1,0.8359263253211975,36.0,6.0,36.0,6.0,1.0,1.0,0.3675000071525574,4.800258159637451,14.47000026702881,43.51200103759766,0.05199796333909035,1.86,,0.222793
Denmark,Denmark,2018,DNK,High income,0,-0.1636030524969101,,-0.1636030375957489,3.61640757694,2.175646388653192,0.009999999776482582,71.7037700973791,4.0,0.0596,0.01,1,1,0.8526448518276214,36.0,6.0,36.0,6.0,1.0,1.0,0.1712500005960464,5.035384178161621,0.6499999761581421,44.59299850463867,0.05308734625577927,1.86,,0.222793
Denmark,Denmark,2019,DNK,High income,0,2.514274597167969,,2.514274597167969,3.2921394018163,2.849514441196703,0.009999999776482582,71.5583835591039,4.0,0.052,0.01,1,1,0.8696977488641738,36.0,6.0,36.0,6.0,1.0,1.0,0.3212499916553497,5.07627010345459,0.7599999904632568,45.58599853515625,0.06870579719543457,1.86,,0.222793
Denmark,Denmark,2020,DNK,High income,0,0.5595729351043701,,0.5595729351043701,3.1650903526902,-2.733288944585539,,,4.0,0.0472,0.01,1,1,0.8696977488641738,36.0,6.0,36.0,6.0,1.0,1.0,0.3355000019073486,5.258591651916504,0.9300000071525574,42.40499877929688,0.1143792122602463,1.86,,0.222793
Denmark,Denmark,2021,DNK,High income,0,1.98279869556427,,1.98279869556427,3.260043063270906,,,,4.0,0.0424,0.01,1,1,,36.0,6.0,36.0,6.0,1.0,1.0,0.1825000047683716,5.353901863098145,1.200000047683716,39.76699829101563,0.2347522228956223,1.86,,0.222793
Egypt,Egypt,2020,EGY,Low income,0,0.4054650962352753,0.4054650962352753,1.098612308502197,,3.569669475048599,,,2.0,0.10049739542692,0.05329739542691996,0,0,0.8693293005709648,49.0,7.0,36.0,6.0,0.0,0.0,0.1592500060796738,5.258591651916504,2.329999923706055,33.27299880981445,-1.288939476013184,2.2,,0.03642
Estonia,Estonia,2015,EST,High income,0,-2.687588930130005,,-2.687588930130005,2.844731828527,1.844886677050667,0.009999999776482582,64.8020712984854,4.0,0.07356,0.01106,1,1,0.8460801839828491,49.0,7.0,36.0,6.0,0.0,0.0,,4.813110828399658,1.419999957084656,25.4060001373291,-0.4490163922309875,2.04,53.17,
Fiji,Fiji,2017,FJI,High income,0,-3.078896522521973,-3.078896522521973,-2.385749340057373,1.3538513368082,5.353631074292593,,50.3793133046217,3.0,0.09229707516728627,0.04149707516728627,0,0,0.6740837681293488,25.0,5.0,9.0,3.0,0.0,0.0,,4.800258159637451,,,-1.010880708694458,2.58,47.21,
Finland,Finland,2016,FIN,High income,0,0.0,,0.0,3.0843424332935,2.811457766634334,0.009999999776482582,73.6417135342266,4.0,0.06254250238815878,0.005642502388158781,1,1,0.8840968012809753,25.0,5.0,36.0,6.0,1.0,1.0,0.2437499910593033,4.723831653594971,0.9599999785423279,34.17300033569336,-0.4134780764579773,1.8,50.33,0.139486
